org_branch_code,service_type,type,sum
P32,Ground,Volume,18.88
P32,Ground,Billed Wt,84.24
P38,Air Red,Volume,3.0
P38,Air Red,Billed Wt,4.08
P38,Air White,Volume,541.6
P38,Air White,Billed Wt,884.68
P38,Ground,Volume,6.44
P38,Ground,Billed Wt,70.84
P44,Air Red,Volume,11.0
P44,Air Red,Billed Wt,116.16
P44,Air White,Volume,152.6
P44,Air White,Billed Wt,860.52
P44,Ground,Volume,379.76
P44,Ground,Billed Wt,3162.64
P50,Air Red,Volume,182.44
P50,Air Red,Billed Wt,519.24
P50,Air White,Volume,268.6
P50,Air White,Billed Wt,727.4
P50,Ground,Volume,177.28
P50,Ground,Billed Wt,2023.72
P56,Air Red,Volume,2.4
P56,Air Red,Billed Wt,77.4
P56,Air White,Volume,128.04
P56,Air White,Billed Wt,354.92
P56,Ground,Volume,53.68
P56,Ground,Billed Wt,521.04
P57,Air Red,Volume,3.6
P57,Air Red,Billed Wt,22.52
P57,Air White,Volume,59.6
P57,Air White,Billed Wt,116.68
P57,Ground,Volume,29.96
P57,Ground,Billed Wt,503.48
P58,Air Red,Volume,0.68
P58,Air Red,Billed Wt,1.0
P58,Air White,Volume,12.28
P58,Air White,Billed Wt,15.84
P58,Ground,Volume,5.36
P58,Ground,Billed Wt,31.08
P60,Air Red,Volume,4.48
P60,Air Red,Billed Wt,6.32
P60,Air White,Volume,2.2
P60,Air White,Billed Wt,4.8
P60,Ground,Volume,5.04
P60,Ground,Billed Wt,40.36
P61,Air Red,Volume,1.8
P61,Air Red,Billed Wt,1.04
P61,Air White,Volume,12.16
P61,Air White,Billed Wt,33.92
P61,Ground,Volume,9.16
P61,Ground,Billed Wt,67.68
P62,Air Red,Volume,2.08
P62,Air Red,Billed Wt,3.96
P62,Air White,Volume,51.32
P62,Air White,Billed Wt,83.0
P62,Ground,Volume,13.0
P62,Ground,Billed Wt,122.64
P65,Air Red,Volume,38.2
P65,Air Red,Billed Wt,129.56
P65,Air White,Volume,57.04
P65,Air White,Billed Wt,118.24
P65,Ground,Volume,27.6
P65,Ground,Billed Wt,228.0
P71,Air Red,Volume,0.2
P71,Air Red,Billed Wt,0.76
P71,Air White,Volume,4.56
P71,Air White,Billed Wt,12.44
P71,Ground,Volume,0.36
P71,Ground,Billed Wt,1.48
P72,Air Red,Volume,1.52
P72,Air Red,Billed Wt,10.52
P72,Air White,Volume,2.6
P72,Air White,Billed Wt,3.52
P72,Ground,Volume,4.8
P72,Ground,Billed Wt,38.6
P73,Air Red,Volume,41.52
P73,Air Red,Billed Wt,37.8
P73,Air White,Volume,97.36
P73,Air White,Billed Wt,236.08
P73,Ground,Volume,58.88
P73,Ground,Billed Wt,4189.56
P74,Air Red,Volume,64.68
P74,Air Red,Billed Wt,85.4
P74,Air White,Volume,99.36
P74,Air White,Billed Wt,135.64
P74,Ground,Volume,6.56
P74,Ground,Billed Wt,51.88
Q01,Air Red,Volume,666.96
Q01,Air Red,Billed Wt,589.2
Q01,Air White,Volume,1901.4
Q01,Air White,Billed Wt,2164.92
Q01,Ground,Volume,1174.72
Q01,Ground,Billed Wt,3253.84
Q02,Air Red,Volume,41.12
Q02,Air Red,Billed Wt,57.72
Q02,Air White,Volume,289.72
Q02,Air White,Billed Wt,814.76
Q02,Ground,Volume,182.2
Q02,Ground,Billed Wt,695.08
Q03,Air Red,Volume,76.4
Q03,Air Red,Billed Wt,111.52
Q03,Air White,Volume,245.68
Q03,Air White,Billed Wt,349.76
Q03,Ground,Volume,431.56
Q03,Ground,Billed Wt,1633.2
Q04,Air Red,Volume,70.6
Q04,Air Red,Billed Wt,75.6
Q04,Air White,Volume,188.44
Q04,Air White,Billed Wt,324.12
Q04,Ground,Volume,223.68
Q04,Ground,Billed Wt,954.72
Q06,Air Red,Volume,153.36
Q06,Air Red,Billed Wt,207.28
Q06,Air White,Volume,629.04
Q06,Air White,Billed Wt,863.08
Q06,Ground,Volume,748.64
Q06,Ground,Billed Wt,1750.6
Q07,Air Red,Volume,29.8
Q07,Air Red,Billed Wt,20.28
Q07,Air White,Volume,112.04
Q07,Air White,Billed Wt,107.24
Q07,Ground,Volume,23.8
Q07,Ground,Billed Wt,218.44
Q09,Air Red,Volume,40.88
Q09,Air Red,Billed Wt,48.0
Q09,Air White,Volume,261.64
Q09,Air White,Billed Wt,279.76
Q09,Ground,Volume,339.44
Q09,Ground,Billed Wt,1359.4
Q10,Air Red,Volume,6.44
Q10,Air Red,Billed Wt,6.92
Q10,Air White,Volume,25.04
Q10,Air White,Billed Wt,28.28
Q10,Ground,Volume,6.56
Q10,Ground,Billed Wt,60.44
Q11,Air Red,Volume,65.88
Q11,Air Red,Billed Wt,207.44
Q11,Air White,Volume,174.2
Q11,Air White,Billed Wt,322.0
Q11,Ground,Volume,83.84
Q11,Ground,Billed Wt,933.88
Q12,Air Red,Volume,12.2
Q12,Air Red,Billed Wt,9.84
Q12,Air White,Volume,62.4
Q12,Air White,Billed Wt,94.12
Q12,Ground,Volume,11.08
Q12,Ground,Billed Wt,125.24
Q13,Air Red,Volume,12.44
Q13,Air Red,Billed Wt,10.36
Q13,Air White,Volume,110.2
Q13,Air White,Billed Wt,293.56
Q13,Ground,Volume,33.96
Q13,Ground,Billed Wt,230.56
Q14,Air Red,Volume,24.64
Q14,Air Red,Billed Wt,50.68
Q14,Air White,Volume,96.32
Q14,Air White,Billed Wt,75.12
Q14,Ground,Volume,83.36
Q14,Ground,Billed Wt,275.56
Q16,Air Red,Volume,15.08
Q16,Air Red,Billed Wt,19.08
Q16,Air White,Volume,125.12
Q16,Air White,Billed Wt,126.88
Q16,Ground,Volume,342.08
Q16,Ground,Billed Wt,627.12
Q17,Air Red,Volume,464.88
Q17,Air Red,Billed Wt,552.2
Q17,Air White,Volume,874.52
Q17,Air White,Billed Wt,1105.88
Q17,Ground,Volume,2000.44
Q17,Ground,Billed Wt,4119.44
Q18,Air Red,Volume,2.44
Q18,Air Red,Billed Wt,6.88
Q18,Air White,Volume,32.6
Q18,Air White,Billed Wt,66.92
Q18,Ground,Volume,10.52
Q18,Ground,Billed Wt,138.52
Q34,Air Red,Volume,6.32
Q34,Air Red,Billed Wt,13.52
Q34,Air White,Volume,167.24
Q34,Air White,Billed Wt,211.04
Q34,Ground,Volume,34.32
Q34,Ground,Billed Wt,300.96
Q35,Air Red,Volume,242.8
Q35,Air Red,Billed Wt,251.96
Q35,Air White,Volume,559.2
Q35,Air White,Billed Wt,806.24
Q35,Ground,Volume,462.36
Q35,Ground,Billed Wt,1571.28
Q40,Air Red,Volume,5.32
Q40,Air Red,Billed Wt,12.16
Q40,Air White,Volume,30.52
Q40,Air White,Billed Wt,22.6
Q40,Ground,Volume,7.6
Q40,Ground,Billed Wt,63.56
Q41,Air Red,Volume,73.52
Q41,Air Red,Billed Wt,302.28
Q41,Air White,Volume,18.08
Q41,Air White,Billed Wt,28.24
Q41,Ground,Volume,334.0
Q41,Ground,Billed Wt,1445.04
Q43,Air Red,Volume,2.68
Q43,Air Red,Billed Wt,0.72
Q43,Air White,Volume,5.16
Q43,Air White,Billed Wt,6.24
Q43,Ground,Volume,1.08
Q43,Ground,Billed Wt,6.08
Q44,Air Red,Volume,0.52
Q44,Air Red,Billed Wt,1.68
Q44,Air White,Volume,17.16
Q44,Air White,Billed Wt,23.8
Q44,Ground,Volume,18.44
Q44,Ground,Billed Wt,160.6
R02,Air Red,Volume,2.76
R02,Air Red,Billed Wt,3.64
R02,Air White,Volume,18.24
R02,Air White,Billed Wt,18.64
R02,Ground,Volume,8.84
R02,Ground,Billed Wt,81.84
R04,Air Red,Volume,4.04
R04,Air Red,Billed Wt,3.72
R04,Air White,Volume,16.92
R04,Air White,Billed Wt,23.28
R04,Ground,Volume,9.84
R04,Ground,Billed Wt,60.56
R07,Air Red,Volume,12.68
R07,Air Red,Billed Wt,13.92
R07,Air White,Volume,54.88
R07,Air White,Billed Wt,69.36
R07,Ground,Volume,25.64
R07,Ground,Billed Wt,243.92
R08,Air Red,Volume,7.52
R08,Air Red,Billed Wt,7.8
R08,Air White,Volume,109.52
R08,Air White,Billed Wt,105.24
R08,Ground,Volume,22.68
R08,Ground,Billed Wt,161.88
R10,Air Red,Volume,0.56
R10,Air Red,Billed Wt,1.68
R10,Air White,Volume,9.0
R10,Air White,Billed Wt,18.96
R10,Ground,Volume,5.12
R10,Ground,Billed Wt,37.76
R11,Air Red,Volume,113.48
R11,Air Red,Billed Wt,290.56
R11,Air White,Volume,201.56
R11,Air White,Billed Wt,370.44
R11,Ground,Volume,149.16
R11,Ground,Billed Wt,968.16
R12,Air Red,Volume,17.88
R12,Air Red,Billed Wt,21.12
R12,Air White,Volume,66.44
R12,Air White,Billed Wt,56.24
R12,Ground,Volume,15.04
R12,Ground,Billed Wt,113.8
R13,Air Red,Volume,4.88
R13,Air Red,Billed Wt,6.68
R13,Air White,Volume,48.6
R13,Air White,Billed Wt,77.4
R13,Ground,Volume,6.88
R13,Ground,Billed Wt,46.32
R19,Air Red,Volume,1.48
R19,Air Red,Billed Wt,2.56
R19,Air White,Volume,10.48
R19,Air White,Billed Wt,22.36
R19,Ground,Volume,7.92
R19,Ground,Billed Wt,54.88
R28,Air Red,Volume,1.44
R28,Air Red,Billed Wt,1.4
R28,Air White,Volume,25.12
R28,Air White,Billed Wt,17.96
R28,Ground,Volume,8.32
R28,Ground,Billed Wt,42.32
R29,Air Red,Volume,0.36
R29,Air Red,Billed Wt,0.32
R29,Air White,Volume,8.72
R29,Air White,Billed Wt,9.64
R29,Ground,Volume,4.52
R29,Ground,Billed Wt,59.52
R32,Air Red,Volume,151.64
R32,Air Red,Billed Wt,372.96
R32,Air White,Volume,392.24
R32,Air White,Billed Wt,538.68
R32,Ground,Volume,84.28
R32,Ground,Billed Wt,594.0
S01,Air Red,Volume,369.16
S01,Air Red,Billed Wt,566.4
S01,Air White,Volume,1069.8
S01,Air White,Billed Wt,1450.8
S01,Ground,Volume,444.6
S01,Ground,Billed Wt,2895.92
S02,Air Red,Volume,411.76
S02,Air Red,Billed Wt,758.52
S02,Air White,Volume,1090.84
S02,Air White,Billed Wt,2131.12
S02,Ground,Volume,385.68
S02,Ground,Billed Wt,4745.96
S03,Air Red,Volume,355.52
S03,Air Red,Billed Wt,546.8
S03,Air White,Volume,511.4
S03,Air White,Billed Wt,650.0
S03,Ground,Volume,163.2
S03,Ground,Billed Wt,1447.92
S04,Air Red,Volume,1236.64
S04,Air Red,Billed Wt,2364.28
S04,Air White,Volume,3121.28
S04,Air White,Billed Wt,4483.72
S04,Ground,Volume,1420.64
S04,Ground,Billed Wt,11732.28
S09,Air Red,Volume,386.04
S09,Air Red,Billed Wt,387.08
S09,Air White,Volume,1221.6
S09,Air White,Billed Wt,1402.48
S09,Ground,Volume,254.12
S09,Ground,Billed Wt,2152.92
S17,Air Red,Volume,243.2
S17,Air Red,Billed Wt,444.64
S17,Air White,Volume,1241.2
S17,Air White,Billed Wt,1589.56
S17,Ground,Volume,314.64
S17,Ground,Billed Wt,1459.88
S26,Air Red,Volume,180.68
S26,Air Red,Billed Wt,350.48
S26,Air White,Volume,582.12
S26,Air White,Billed Wt,1185.8
S26,Ground,Volume,259.08
S26,Ground,Billed Wt,2298.72
S27,Air Red,Volume,320.68
S27,Air Red,Billed Wt,581.04
S27,Air White,Volume,457.16
S27,Air White,Billed Wt,1360.92
S27,Ground,Volume,176.24
S27,Ground,Billed Wt,1393.68
T03,Air Red,Volume,48.24
T03,Air Red,Billed Wt,96.72
T03,Air White,Volume,190.52
T03,Air White,Billed Wt,304.52
T03,Ground,Volume,77.12
T03,Ground,Billed Wt,715.36
T04,Air Red,Volume,50.52
T04,Air Red,Billed Wt,31.04
T04,Air White,Volume,193.96
T04,Air White,Billed Wt,167.88
T04,Ground,Volume,65.56
T04,Ground,Billed Wt,1289.92
T05,Air Red,Volume,6.4
T05,Air Red,Billed Wt,25.76
T05,Air White,Volume,40.76
T05,Air White,Billed Wt,50.2
T05,Ground,Volume,19.52
T05,Ground,Billed Wt,189.16
T06,Air Red,Volume,95.6
T06,Air Red,Billed Wt,140.16
T06,Air White,Volume,47.0
T06,Air White,Billed Wt,69.32
T06,Ground,Volume,12.12
T06,Ground,Billed Wt,162.56
T07,Air Red,Volume,15.0
T07,Air Red,Billed Wt,14.16
T07,Air White,Volume,35.08
T07,Air White,Billed Wt,48.92
T07,Ground,Volume,13.64
T07,Ground,Billed Wt,113.64
T09,Air Red,Volume,14.76
T09,Air Red,Billed Wt,8.48
T09,Air White,Volume,39.84
T09,Air White,Billed Wt,44.88
T09,Ground,Volume,18.8
T09,Ground,Billed Wt,174.84
T10,Air White,Volume,0.04
T10,Air White,Billed Wt,0.04
T13,Air Red,Volume,13.28
T13,Air Red,Billed Wt,21.0
T13,Air White,Volume,43.72
T13,Air White,Billed Wt,45.52
T13,Ground,Volume,23.16
T13,Ground,Billed Wt,313.12
T14,Air White,Volume,0.08
T14,Air White,Billed Wt,0.36
T14,Ground,Volume,0.04
T14,Ground,Billed Wt,0.12
T15,Air Red,Volume,3.24
T15,Air Red,Billed Wt,2.08
T15,Air White,Volume,3.16
T15,Air White,Billed Wt,4.84
T15,Ground,Volume,5.08
T15,Ground,Billed Wt,121.6
T16,Air Red,Volume,1.12
T16,Air Red,Billed Wt,0.68
T16,Air White,Volume,12.2
T16,Air White,Billed Wt,15.72
T16,Ground,Volume,5.16
T16,Ground,Billed Wt,40.6
T18,Air Red,Volume,1.2
T18,Air Red,Billed Wt,1.2
T18,Air White,Volume,9.56
T18,Air White,Billed Wt,9.04
T18,Ground,Volume,3.12
T18,Ground,Billed Wt,39.32
T26,Air Red,Volume,3.88
T26,Air Red,Billed Wt,6.36
T26,Air White,Volume,14.0
T26,Air White,Billed Wt,22.24
T26,Ground,Volume,8.52
T26,Ground,Billed Wt,102.76
T32,Air Red,Volume,99.44
T32,Air Red,Billed Wt,190.84
T32,Air White,Volume,344.48
T32,Air White,Billed Wt,454.24
T32,Ground,Volume,135.52
T32,Ground,Billed Wt,1563.12
T34,Air Red,Volume,3.12
T34,Air Red,Billed Wt,2.88
T34,Air White,Volume,13.08
T34,Air White,Billed Wt,15.28
T34,Ground,Volume,8.6
T34,Ground,Billed Wt,123.8
T36,Air Red,Volume,7.84
T36,Air Red,Billed Wt,6.64
T36,Air White,Volume,22.6
T36,Air White,Billed Wt,18.8
T36,Ground,Volume,9.96
T36,Ground,Billed Wt,76.04
T38,Air Red,Volume,2.24
T38,Air Red,Billed Wt,1.96
T38,Air White,Volume,5.84
T38,Air White,Billed Wt,11.08
T38,Ground,Volume,4.44
T38,Ground,Billed Wt,32.12
T39,Air Red,Volume,6.56
T39,Air Red,Billed Wt,2.48
T39,Air White,Volume,11.24
T39,Air White,Billed Wt,12.32
T39,Ground,Volume,7.2
T39,Ground,Billed Wt,69.52
T40,Air Red,Volume,0.2
T40,Air Red,Billed Wt,0.12
T40,Air White,Volume,4.88
T40,Air White,Billed Wt,7.2
T40,Ground,Volume,3.52
T40,Ground,Billed Wt,33.08
T42,Air Red,Volume,3.28
T42,Air Red,Billed Wt,6.8
T42,Air White,Volume,10.72
T42,Air White,Billed Wt,14.04
T42,Ground,Volume,5.52
T42,Ground,Billed Wt,44.96
T85,Air Red,Volume,2.16
T85,Air Red,Billed Wt,2.16
T85,Air White,Volume,9.04
T85,Air White,Billed Wt,8.72
T85,Ground,Volume,7.48
T85,Ground,Billed Wt,82.08
T86,Air Red,Volume,1.76
T86,Air Red,Billed Wt,1.12
T86,Air White,Volume,8.6
T86,Air White,Billed Wt,10.72
T86,Ground,Volume,3.32
T86,Ground,Billed Wt,16.8
T87,Air Red,Volume,0.6
T87,Air Red,Billed Wt,0.32
T87,Air White,Volume,5.76
T87,Air White,Billed Wt,9.12
T87,Ground,Volume,3.04
T87,Ground,Billed Wt,13.28
T88,Air Red,Volume,1.36
T88,Air Red,Billed Wt,1.36
T88,Air White,Volume,0.56
T88,Air White,Billed Wt,0.56
T88,Ground,Volume,0.72
T88,Ground,Billed Wt,6.4
T89,Air Red,Volume,0.8
T89,Air Red,Billed Wt,0.76
T89,Air White,Volume,9.08
T89,Air White,Billed Wt,9.68
T89,Ground,Volume,2.68
T89,Ground,Billed Wt,14.12
U01,Air Red,Volume,91.56
U01,Air Red,Billed Wt,127.28
U01,Air White,Volume,663.16
U01,Air White,Billed Wt,668.68
U01,Ground,Volume,131.88
U01,Ground,Billed Wt,1325.52
U02,Air Red,Volume,40.08
U02,Air Red,Billed Wt,80.12
U02,Air White,Volume,258.48
U02,Air White,Billed Wt,241.84
U02,Ground,Volume,89.84
U02,Ground,Billed Wt,704.04
U03,Air Red,Volume,144.4
U03,Air Red,Billed Wt,171.8
U03,Air White,Volume,735.8
U03,Air White,Billed Wt,877.84
U03,Ground,Volume,227.32
U03,Ground,Billed Wt,1876.08
U06,Air Red,Volume,32.52
U06,Air Red,Billed Wt,53.28
U06,Air White,Volume,236.84
U06,Air White,Billed Wt,232.2
U06,Ground,Volume,98.96
U06,Ground,Billed Wt,938.08
U07,Air Red,Volume,41.48
U07,Air Red,Billed Wt,33.92
U07,Air White,Volume,291.36
U07,Air White,Billed Wt,303.12
U07,Ground,Volume,57.76
U07,Ground,Billed Wt,565.2
U09,Air Red,Volume,109.72
U09,Air Red,Billed Wt,157.4
U09,Air White,Volume,2137.32
U09,Air White,Billed Wt,2203.52
U09,Ground,Volume,924.8
U09,Ground,Billed Wt,2620.32
U10,Air Red,Volume,158.44
U10,Air Red,Billed Wt,177.12
U10,Air White,Volume,360.2
U10,Air White,Billed Wt,452.0
U10,Ground,Volume,117.6
U10,Ground,Billed Wt,1006.0
U110,Air Red,Volume,0.44
U110,Air Red,Billed Wt,0.48
U110,Air White,Volume,0.16
U110,Air White,Billed Wt,0.68
U110,Ground,Volume,0.68
U110,Ground,Billed Wt,6.76
U12,Air Red,Volume,97.84
U12,Air Red,Billed Wt,66.96
U12,Air White,Volume,80.96
U12,Air White,Billed Wt,93.76
U12,Ground,Volume,24.64
U12,Ground,Billed Wt,196.24
U13,Air Red,Volume,139.68
U13,Air Red,Billed Wt,224.0
U13,Air White,Volume,650.28
U13,Air White,Billed Wt,1187.48
U13,Ground,Volume,306.48
U13,Ground,Billed Wt,3490.08
U130,Air Red,Volume,0.08
U130,Air Red,Billed Wt,0.0
U130,Air White,Volume,0.52
U130,Air White,Billed Wt,0.4
U130,Ground,Volume,4.96
U130,Ground,Billed Wt,75.08
U133,Air Red,Volume,8.44
U133,Air Red,Billed Wt,15.12
U133,Air White,Volume,84.88
U133,Air White,Billed Wt,112.56
U133,Ground,Volume,13.2
U133,Ground,Billed Wt,100.76
U135,Air Red,Volume,1.88
U135,Air Red,Billed Wt,1.4
U135,Air White,Volume,3.64
U135,Air White,Billed Wt,3.92
U135,Ground,Volume,3.76
U135,Ground,Billed Wt,25.44
U139,Air Red,Volume,104.12
U139,Air Red,Billed Wt,136.48
U139,Air White,Volume,390.76
U139,Air White,Billed Wt,435.32
U139,Ground,Volume,402.12
U139,Ground,Billed Wt,4229.44
U14,Air Red,Volume,43.2
U14,Air Red,Billed Wt,73.28
U14,Air White,Volume,475.64
U14,Air White,Billed Wt,1057.92
U14,Ground,Volume,163.92
U14,Ground,Billed Wt,1983.56
U140,Air Red,Volume,1.6
U140,Air Red,Billed Wt,2.76
U140,Air White,Volume,5.16
U140,Air White,Billed Wt,8.32
U140,Ground,Volume,2.12
U140,Ground,Billed Wt,19.84
U141,Air Red,Volume,0.04
U141,Air Red,Billed Wt,0.12
U142,Air Red,Volume,3.0
U142,Air Red,Billed Wt,7.44
U142,Air White,Volume,20.76
U142,Air White,Billed Wt,23.12
U142,Ground,Volume,8.48
U142,Ground,Billed Wt,54.96
U143,Air Red,Volume,81.08
U143,Air Red,Billed Wt,138.2
U143,Air White,Volume,256.08
U143,Air White,Billed Wt,283.76
U143,Ground,Volume,76.4
U143,Ground,Billed Wt,623.24
U145,Air Red,Volume,4.76
U145,Air Red,Billed Wt,4.76
U145,Air White,Volume,69.48
U145,Air White,Billed Wt,91.68
U145,Ground,Volume,29.24
U145,Ground,Billed Wt,280.36
U15,Air Red,Volume,27.24
U15,Air Red,Billed Wt,35.0
U15,Air White,Volume,249.2
U15,Air White,Billed Wt,351.24
U15,Ground,Volume,92.44
U15,Ground,Billed Wt,803.44
U16,Air Red,Volume,21.68
U16,Air Red,Billed Wt,35.48
U16,Air White,Volume,348.0
U16,Air White,Billed Wt,459.88
U16,Ground,Volume,117.68
U16,Ground,Billed Wt,745.64
U17,Air Red,Volume,13.8
U17,Air Red,Billed Wt,44.76
U17,Air White,Volume,68.28
U17,Air White,Billed Wt,88.2
U17,Ground,Volume,24.2
U17,Ground,Billed Wt,187.68
U18,Air Red,Volume,73.04
U18,Air Red,Billed Wt,125.76
U18,Air White,Volume,721.2
U18,Air White,Billed Wt,1371.44
U18,Ground,Volume,132.36
U18,Ground,Billed Wt,1875.2
U19,Air Red,Volume,56.64
U19,Air Red,Billed Wt,28.32
U19,Air White,Volume,290.36
U19,Air White,Billed Wt,264.4
U19,Ground,Volume,90.36
U19,Ground,Billed Wt,486.72
U20,Air Red,Volume,15.4
U20,Air Red,Billed Wt,16.12
U20,Air White,Volume,283.52
U20,Air White,Billed Wt,1433.36
U20,Ground,Volume,259.36
U20,Ground,Billed Wt,1395.44
U21,Air Red,Volume,11.72
U21,Air Red,Billed Wt,28.4
U21,Air White,Volume,65.28
U21,Air White,Billed Wt,136.64
U21,Ground,Volume,35.4
U21,Ground,Billed Wt,339.84
U22,Air Red,Volume,40.08
U22,Air Red,Billed Wt,72.68
U22,Air White,Volume,303.92
U22,Air White,Billed Wt,257.92
U22,Ground,Volume,95.24
U22,Ground,Billed Wt,821.64
U23,Air Red,Volume,17.28
U23,Air Red,Billed Wt,60.2
U23,Air White,Volume,171.52
U23,Air White,Billed Wt,225.4
U23,Ground,Volume,69.72
U23,Ground,Billed Wt,1398.84
U24,Air Red,Volume,8.88
U24,Air Red,Billed Wt,10.84
U24,Air White,Volume,75.64
U24,Air White,Billed Wt,86.04
U24,Ground,Volume,29.48
U24,Ground,Billed Wt,216.84
U25,Air Red,Volume,17.8
U25,Air Red,Billed Wt,44.56
U25,Air White,Volume,184.44
U25,Air White,Billed Wt,202.36
U25,Ground,Volume,57.84
U25,Ground,Billed Wt,367.88
U26,Air Red,Volume,6.76
U26,Air Red,Billed Wt,13.84
U26,Air White,Volume,55.92
U26,Air White,Billed Wt,61.36
U26,Ground,Volume,27.68
U26,Ground,Billed Wt,255.24
U27,Air Red,Volume,2.68
U27,Air Red,Billed Wt,6.88
U27,Air White,Volume,91.24
U27,Air White,Billed Wt,108.28
U27,Ground,Volume,36.92
U27,Ground,Billed Wt,417.8
U28,Air Red,Volume,12.12
U28,Air Red,Billed Wt,37.56
U28,Air White,Volume,150.36
U28,Air White,Billed Wt,295.32
U28,Ground,Volume,63.52
U28,Ground,Billed Wt,986.96
U30,Air Red,Volume,129.08
U30,Air Red,Billed Wt,154.36
U30,Air White,Volume,761.96
U30,Air White,Billed Wt,1335.6
U30,Ground,Volume,780.52
U30,Ground,Billed Wt,3572.92
U31,Air Red,Volume,7.0
U31,Air Red,Billed Wt,7.44
U31,Air White,Volume,121.52
U31,Air White,Billed Wt,137.68
U31,Ground,Volume,28.04
U31,Ground,Billed Wt,292.4
U44,Air Red,Volume,0.6
U44,Air Red,Billed Wt,1.68
U44,Air White,Volume,13.6
U44,Air White,Billed Wt,20.2
U44,Ground,Volume,5.84
U44,Ground,Billed Wt,57.92
U45,Air Red,Volume,4.24
U45,Air Red,Billed Wt,5.28
U45,Air White,Volume,20.48
U45,Air White,Billed Wt,26.32
U45,Ground,Volume,20.52
U45,Ground,Billed Wt,234.96
U48,Air Red,Volume,55.52
U48,Air Red,Billed Wt,77.08
U48,Air White,Volume,418.0
U48,Air White,Billed Wt,410.88
U48,Ground,Volume,137.36
U48,Ground,Billed Wt,1097.04
U77,Air Red,Volume,2.12
U77,Air Red,Billed Wt,3.52
U77,Air White,Volume,35.92
U77,Air White,Billed Wt,31.44
U77,Ground,Volume,10.16
U77,Ground,Billed Wt,101.56
U78,Air Red,Volume,2.16
U78,Air Red,Billed Wt,2.44
U78,Air White,Volume,24.76
U78,Air White,Billed Wt,20.4
U78,Ground,Volume,15.2
U78,Ground,Billed Wt,206.0
U79,Air Red,Volume,1.84
U79,Air Red,Billed Wt,3.44
U79,Air White,Volume,37.32
U79,Air White,Billed Wt,31.72
U79,Ground,Volume,15.64
U79,Ground,Billed Wt,136.2
U83,Air Red,Volume,1.12
U83,Air Red,Billed Wt,0.8
U83,Air White,Volume,0.64
U83,Air White,Billed Wt,0.76
U83,Ground,Volume,0.76
U83,Ground,Billed Wt,6.68
U95,Air Red,Volume,4.56
U95,Air Red,Billed Wt,3.44
U95,Air White,Volume,22.08
U95,Air White,Billed Wt,23.8
U95,Ground,Volume,8.44
U95,Ground,Billed Wt,37.68
V01,Air Red,Volume,36.08
V01,Air Red,Billed Wt,46.4
V01,Air White,Volume,408.72
V01,Air White,Billed Wt,506.68
V01,Ground,Volume,59.4
V01,Ground,Billed Wt,692.32
V04,Air Red,Volume,8.8
V04,Air Red,Billed Wt,16.0
V04,Air White,Volume,441.36
V04,Air White,Billed Wt,492.68
V04,Ground,Volume,87.12
V04,Ground,Billed Wt,680.8
V05,Air Red,Volume,146.84
V05,Air Red,Billed Wt,171.6
V05,Air White,Volume,746.88
V05,Air White,Billed Wt,698.72
V05,Ground,Volume,140.52
V05,Ground,Billed Wt,884.76
V07,Air Red,Volume,2.4
V07,Air Red,Billed Wt,5.88
V07,Air White,Volume,532.28
V07,Air White,Billed Wt,666.8
V07,Ground,Volume,57.76
V07,Ground,Billed Wt,361.64
V08,Air Red,Volume,46.28
V08,Air Red,Billed Wt,125.44
V08,Air White,Volume,1974.44
V08,Air White,Billed Wt,1854.84
V08,Ground,Volume,292.72
V08,Ground,Billed Wt,1789.4
V09,Air Red,Volume,16.84
V09,Air Red,Billed Wt,16.16
V09,Air White,Volume,532.16
V09,Air White,Billed Wt,551.48
V09,Ground,Volume,63.6
V09,Ground,Billed Wt,660.28
V10,Air Red,Volume,13.88
V10,Air Red,Billed Wt,16.36
V10,Air White,Volume,777.68
V10,Air White,Billed Wt,760.24
V10,Ground,Volume,53.08
V10,Ground,Billed Wt,380.52
V11,Air Red,Volume,9.6
V11,Air Red,Billed Wt,15.2
V11,Air White,Volume,103.6
V11,Air White,Billed Wt,128.64
V11,Ground,Volume,41.88
V11,Ground,Billed Wt,332.56
V12,Air Red,Volume,8.2
V12,Air Red,Billed Wt,8.44
V12,Air White,Volume,102.4
V12,Air White,Billed Wt,113.56
V12,Ground,Volume,36.32
V12,Ground,Billed Wt,253.88
V13,Air Red,Volume,9.36
V13,Air Red,Billed Wt,11.56
V13,Air White,Volume,446.92
V13,Air White,Billed Wt,540.52
V13,Ground,Volume,31.32
V13,Ground,Billed Wt,247.32
V15,Air Red,Volume,78.28
V15,Air Red,Billed Wt,104.48
V15,Air White,Volume,289.64
V15,Air White,Billed Wt,336.0
V15,Ground,Volume,31.04
V15,Ground,Billed Wt,190.92
V16,Air Red,Volume,30.2
V16,Air Red,Billed Wt,54.4
V16,Air White,Volume,272.16
V16,Air White,Billed Wt,335.6
V16,Ground,Volume,75.52
V16,Ground,Billed Wt,711.16
V21,Air Red,Volume,3.84
V21,Air Red,Billed Wt,5.48
V21,Air White,Volume,129.68
V21,Air White,Billed Wt,140.96
V21,Ground,Volume,15.16
V21,Ground,Billed Wt,122.96
V22,Air Red,Volume,7.8
V22,Air Red,Billed Wt,7.76
V22,Air White,Volume,92.84
V22,Air White,Billed Wt,111.56
V22,Ground,Volume,9.44
