zone,region,city,office,name,lat,lon
NORTH,SOUTH DELHI RO,DELHI,S03,MAHIPALPUR BRANCH,28.537631,77.118414
NORTH,SOUTH DELHI RO,DELHI,S04,OKHLA BRANCH,28.53912798,77.26958264
NORTH,SOUTH DELHI RO,DELHI,S09,DWARKA BRANCH,28.6077608,77.0476351
NORTH,SOUTH DELHI RO,DELHI,S17,ASHRAM BRANCH,28.571125,77.258233
NORTH,SOUTH DELHI RO,DELHI,S26,CHATTARPUR BRANCH,28.49292,77.18467
NORTH,SOUTH DELHI RO,BALLABGARH,S27,BALLABHGARH BRANCH,28.34475148,77.31691665
EAST,PATNA,JAMSHEDPUR,T03,JAMSHEDPUR BRANCH,22.84244,86.21707
EAST,PATNA,DHANBAD,T04,DHANBAD BRANCH,23.85216,86.42774
EAST,PATNA,MUZAFFARPUR,T05,MUZAFFARPUR BRANCH,26.108,85.367
EAST,PATNA,BHAGALPUR,T06,BHAGALPUR BRANCH,25.25176,87.00844
EAST,PATNA,GAYA,T07,GAYA BRANCH,24.76391,84.98871
EAST,PATNA,BOKARO,T09,BOKARO BRANCH,23.62195,86.1834
EAST,PATNA,PATNA,T10,ZERO MILE BRANCH,25.5762215,85.2358959
EAST,PATNA,PURNIA,T13,PURNEA BRANCH,25.792696,87.542371
EAST,PATNA,RANCHI,T14,RANCHI CITY BRANCH,23.35235,85.377875
EAST,PATNA,PATNA,T32,EXHIBITION ROAD BRANCH,25.609713,85.141025
EAST,PATNA,HAZARIBAGH,T34,HAZARIBAGH SUB BRANCH,23.982169,85.363121
