des_branch_code,service_type,type,sum
T85,Air White,Billed Wt,76.865
T85,Ground,Billed Wt,322.287
T86,Air Red,Billed Wt,10.89
T86,Air White,Billed Wt,23.63
T86,Ground,Billed Wt,140.86
T87,Air Red,Billed Wt,2.919
T87,Air White,Billed Wt,27.206
T87,Ground,Billed Wt,111.208
T88,Air Red,Billed Wt,3.783
T88,Air White,Billed Wt,26.164
T88,Ground,Billed Wt,98.391
T89,Air Red,Billed Wt,51.363
T89,Air White,Billed Wt,145.845
T89,Ground,Billed Wt,289.512
U01,Air Red,Billed Wt,207.971
U01,Air White,Billed Wt,623.891
U01,Ground,Billed Wt,1516.056
U02,Air Red,Billed Wt,216.022
U02,Air White,Billed Wt,664.569
U02,Ground,Billed Wt,1948.782
U03,Air Red,Billed Wt,422.459
U03,Air White,Billed Wt,1526.454
U03,Ground,Billed Wt,4196.86
U06,Air Red,Billed Wt,258.517
U06,Air White,Billed Wt,760.239
U06,Ground,Billed Wt,3264.404
U07,Air Red,Billed Wt,162.636
U07,Air White,Billed Wt,516.56
U07,Ground,Billed Wt,1861.016
U09,Air Red,Billed Wt,324.241
U09,Air White,Billed Wt,1111.421
U09,Ground,Billed Wt,2895.374
U10,Air Red,Billed Wt,430.582
U10,Air White,Billed Wt,1140.811
U10,Ground,Billed Wt,2498.883
U110,Air Red,Billed Wt,6.603
U110,Air White,Billed Wt,17.043
U110,Ground,Billed Wt,15.889
U12,Air Red,Billed Wt,73.774
U12,Air White,Billed Wt,284.97
U12,Ground,Billed Wt,1188.351
U13,Air Red,Billed Wt,262.934
U13,Air White,Billed Wt,773.865
U13,Ground,Billed Wt,1621.068
U130,Air Red,Billed Wt,133.62
U130,Air White,Billed Wt,491.608
U130,Ground,Billed Wt,764.844
U133,Air Red,Billed Wt,29.442
U133,Air White,Billed Wt,158.834
U133,Ground,Billed Wt,620.562
U135,Air Red,Billed Wt,20.516
U135,Air White,Billed Wt,106.749
U135,Ground,Billed Wt,304.259
U139,Air Red,Billed Wt,353.294
U139,Air White,Billed Wt,842.87
U139,Ground,Billed Wt,2545.432
U14,Air Red,Billed Wt,109.419
U14,Air White,Billed Wt,492.231
U14,Ground,Billed Wt,2062.73
U140,Air Red,Billed Wt,27.807
U140,Air White,Billed Wt,99.592
U140,Ground,Billed Wt,388.514
U141,Air Red,Billed Wt,32.986
U141,Air White,Billed Wt,140.118
U141,Ground,Billed Wt,499.497
U142,Air Red,Billed Wt,15.173
U142,Air White,Billed Wt,60.545
U142,Ground,Billed Wt,333.752
U143,Air Red,Billed Wt,238.963
U143,Air White,Billed Wt,548.969
U143,Ground,Billed Wt,1055.811
U145,Air Red,Billed Wt,25.859
U145,Air White,Billed Wt,106.429
U145,Ground,Billed Wt,300.327
U15,Air Red,Billed Wt,191.537
U15,Air White,Billed Wt,525.08
U15,Ground,Billed Wt,1683.668
U16,Air Red,Billed Wt,117.888
U16,Air White,Billed Wt,540.256
U16,Ground,Billed Wt,1734.973
U17,Air Red,Billed Wt,49.703
U17,Air White,Billed Wt,222.25
U17,Ground,Billed Wt,734.492
U18,Air Red,Billed Wt,85.498
U18,Air White,Billed Wt,311.969
U18,Ground,Billed Wt,797.962
U19,Air Red,Billed Wt,87.15
U19,Air White,Billed Wt,284.245
U19,Ground,Billed Wt,773.256
U20,Air Red,Billed Wt,56.724
U20,Air White,Billed Wt,253.136
U20,Ground,Billed Wt,675.424
U21,Air Red,Billed Wt,35.848
U21,Air White,Billed Wt,196.91
U21,Ground,Billed Wt,95.702
U22,Air Red,Billed Wt,67.578
U22,Air White,Billed Wt,306.755
U22,Ground,Billed Wt,735.97
U23,Air Red,Billed Wt,93.958
U23,Air White,Billed Wt,374.638
U23,Ground,Billed Wt,1062.954
U24,Air Red,Billed Wt,102.38
U24,Air White,Billed Wt,331.768
U24,Ground,Billed Wt,1124.271
U25,Air Red,Billed Wt,97.29
U25,Air White,Billed Wt,363.0
U25,Ground,Billed Wt,1094.319
U26,Air Red,Billed Wt,53.674
U26,Air White,Billed Wt,201.192
U26,Ground,Billed Wt,748.07
U27,Air Red,Billed Wt,29.598
U27,Air White,Billed Wt,149.814
U27,Ground,Billed Wt,585.321
U28,Air Red,Billed Wt,30.198
U28,Air White,Billed Wt,178.261
U28,Ground,Billed Wt,389.339
U30,Air Red,Billed Wt,325.894
U30,Air White,Billed Wt,785.304
U30,Ground,Billed Wt,1106.067
U31,Air Red,Billed Wt,27.946
U31,Air White,Billed Wt,152.329
U31,Ground,Billed Wt,611.852
U44,Air Red,Billed Wt,23.524
U44,Air White,Billed Wt,89.03
U44,Ground,Billed Wt,306.764
U45,Air Red,Billed Wt,56.447
U45,Air White,Billed Wt,162.17
U45,Ground,Billed Wt,663.396
U48,Air Red,Billed Wt,276.78
U48,Air White,Billed Wt,805.262
U48,Ground,Billed Wt,1560.214
U77,Air Red,Billed Wt,37.822
U77,Air White,Billed Wt,137.38
U77,Ground,Billed Wt,402.309
U78,Air Red,Billed Wt,29.42
U78,Air White,Billed Wt,144.901
U78,Ground,Billed Wt,486.338
U79,Air Red,Billed Wt,31.085
U79,Air White,Billed Wt,120.888
U79,Ground,Billed Wt,608.675
U83,Air Red,Billed Wt,7.478
U83,Air White,Billed Wt,40.834
U83,Ground,Billed Wt,129.518
U95,Air Red,Billed Wt,38.741
U95,Air White,Billed Wt,158.316
U95,Ground,Billed Wt,544.52
V01,Air Red,Billed Wt,186.657
V01,Air White,Billed Wt,1025.122
V01,Ground,Billed Wt,2519.764
V04,Air Red,Billed Wt,135.971
V04,Air White,Billed Wt,925.277
V04,Ground,Billed Wt,2411.704
V05,Air Red,Billed Wt,244.595
V05,Air White,Billed Wt,1401.639
V05,Ground,Billed Wt,2359.728
V07,Air Red,Billed Wt,110.561
V07,Air White,Billed Wt,656.584
V07,Ground,Billed Wt,1479.107
V08,Air Red,Billed Wt,355.314
V08,Air White,Billed Wt,2250.876
V08,Ground,Billed Wt,3235.479
V09,Air Red,Billed Wt,168.9
V09,Air White,Billed Wt,1075.747
V09,Ground,Billed Wt,1813.27
V10,Air Red,Billed Wt,141.625
V10,Air White,Billed Wt,1039.008
V10,Ground,Billed Wt,1602.867
V11,Air Red,Billed Wt,81.125
V11,Air White,Billed Wt,434.877
V11,Ground,Billed Wt,757.575
V12,Air Red,Billed Wt,64.856
V12,Air White,Billed Wt,428.876
V12,Ground,Billed Wt,842.962
V13,Air Red,Billed Wt,124.601
V13,Air White,Billed Wt,824.545
V13,Ground,Billed Wt,1350.065
V15,Air Red,Billed Wt,126.41
V15,Air White,Billed Wt,625.767
V15,Ground,Billed Wt,1099.517
V16,Air Red,Billed Wt,180.574
V16,Air White,Billed Wt,860.12
V16,Ground,Billed Wt,1656.568
V21,Air Red,Billed Wt,41.996
V21,Air White,Billed Wt,317.931
V21,Ground,Billed Wt,542.688
V22,Air Red,Billed Wt,35.732
V22,Air White,Billed Wt,255.638
V22,Ground,Billed Wt,615.85
V24,Air Red,Billed Wt,41.316
V24,Air White,Billed Wt,252.196
V24,Ground,Billed Wt,708.724
V32,Air Red,Billed Wt,43.214
V32,Air White,Billed Wt,219.487
V32,Ground,Billed Wt,404.058
V57,Air Red,Billed Wt,120.79
V57,Air White,Billed Wt,763.19
V57,Ground,Billed Wt,1201.572
V58,Air Red,Billed Wt,592.896
V58,Air White,Billed Wt,2910.843
V58,Ground,Billed Wt,4812.114
W02,Air Red,Billed Wt,264.864
W02,Air White,Billed Wt,884.502
W02,Ground,Billed Wt,3793.141
W03,Air Red,Billed Wt,87.088
W03,Air White,Billed Wt,333.236
W03,Ground,Billed Wt,1048.278
W04,Air Red,Billed Wt,88.924
W04,Air White,Billed Wt,376.102
W04,Ground,Billed Wt,1240.049
W05,Air Red,Billed Wt,76.037
W05,Air White,Billed Wt,323.148
W05,Ground,Billed Wt,1182.166
W06,Air Red,Billed Wt,68.51
W06,Air White,Billed Wt,282.606
W06,Ground,Billed Wt,1316.498
W07,Air Red,Billed Wt,94.866
W07,Air White,Billed Wt,379.332
W07,Ground,Billed Wt,1582.281
W08,Air Red,Billed Wt,23.259
W08,Air White,Billed Wt,97.548
W08,Ground,Billed Wt,455.937
W09,Air Red,Billed Wt,62.974
W09,Air White,Billed Wt,224.658
W09,Ground,Billed Wt,1142.45
W12,Air Red,Billed Wt,88.646
W12,Air White,Billed Wt,267.212
W12,Ground,Billed Wt,837.583
W14,Air Red,Billed Wt,20.422
W14,Air White,Billed Wt,107.043
W14,Ground,Billed Wt,392.395
W15,Air Red,Billed Wt,19.466
W15,Air White,Billed Wt,92.543
W15,Ground,Billed Wt,542.732
W21,Air Red,Billed Wt,95.5
W21,Air White,Billed Wt,275.808
W21,Ground,Billed Wt,198.156
W22,Air Red,Billed Wt,35.132
W22,Air White,Billed Wt,235.159
W22,Ground,Billed Wt,1193.388
W23,Air Red,Billed Wt,65.58
W23,Air White,Billed Wt,234.45
W23,Ground,Billed Wt,1490.814
W40,Air Red,Billed Wt,34.738
W40,Air White,Billed Wt,146.057
W40,Ground,Billed Wt,437.39
W52,Air Red,Billed Wt,424.412
W52,Air White,Billed Wt,1188.577
W52,Ground,Billed Wt,4066.694
W54,Air Red,Billed Wt,0.0
W54,Air White,Billed Wt,0.011
W54,Ground,Billed Wt,0.0
W57,Air Red,Billed Wt,62.54
W57,Air White,Billed Wt,126.181
W57,Ground,Billed Wt,46.334
X02,Air Red,Billed Wt,106.81
X02,Air White,Billed Wt,623.38
X02,Ground,Billed Wt,1460.815
X04,Air Red,Billed Wt,0.076
X04,Air White,Billed Wt,3.694
X04,Ground,Billed Wt,2.818
X05,Air Red,Billed Wt,68.448
X05,Air White,Billed Wt,403.425
X05,Ground,Billed Wt,937.366
X06,Air Red,Billed Wt,78.118
X06,Air White,Billed Wt,431.87
X06,Ground,Billed Wt,699.326
X07,Air Red,Billed Wt,51.509
X07,Air White,Billed Wt,387.988
X07,Ground,Billed Wt,465.923
X10,Air Red,Billed Wt,161.442
X10,Air White,Billed Wt,453.206
X10,Ground,Billed Wt,1156.391
X12,Air Red,Billed Wt,68.955
X12,Air White,Billed Wt,155.46
X12,Ground,Billed Wt,202.874
X13,Air Red,Billed Wt,40.045
X13,Air White,Billed Wt,236.292
X13,Ground,Billed Wt,594.678
X14,Air Red,Billed Wt,17.472
X14,Air White,Billed Wt,95.441
X14,Ground,Billed Wt,159.929
X15,Air Red,Billed Wt,49.216
X15,Air White,Billed Wt,253.145
X15,Ground,Billed Wt,584.885
X17,Air Red,Billed Wt,53.73
X17,Air White,Billed Wt,335.184
X17,Ground,Billed Wt,674.216
X18,Air Red,Billed Wt,26.607
X18,Air White,Billed Wt,254.182
X18,Ground,Billed Wt,357.38
X19,Air Red,Billed Wt,25.6
X19,Air White,Billed Wt,258.752
X19,Ground,Billed Wt,516.616
X22,Air Red,Billed Wt,584.31
X22,Air White,Billed Wt,1488.19
X22,Ground,Billed Wt,2480.323
X25,Air Red,Billed Wt,45.016
X25,Air White,Billed Wt,247.194
X25,Ground,Billed Wt,622.892
X26,Air Red,Billed Wt,24.846
X26,Air White,Billed Wt,154.376
X26,Ground,Billed Wt,335.14
X27,Air Red,Billed Wt,25.959
X27,Air White,Billed Wt,140.962
X27,Ground,Billed Wt,381.692
X28,Air Red,Billed Wt,13.968
X28,Air White,Billed Wt,137.446
X28,Ground,Billed Wt,376.544
X29,Air Red,Billed Wt,16.645
X29,Air White,Billed Wt,99.136
X29,Ground,Billed Wt,280.441
X30,Air Red,Billed Wt,22.295
X30,Air White,Billed Wt,157.781
X30,Ground,Billed Wt,321.26
X32,Air Red,Billed Wt,57.892
X32,Air White,Billed Wt,196.588
X32,Ground,Billed Wt,527.503
X33,Air Red,Billed Wt,7.008
X33,Air White,Billed Wt,56.566
X33,Ground,Billed Wt,131.464
X34,Air Red,Billed Wt,28.402
X34,Air White,Billed Wt,248.118
X34,Ground,Billed Wt,555.428
X36,Air Red,Billed Wt,0.01
X36,Air White,Billed Wt,0.049
X36,Ground,Billed Wt,0.0
X37,Air Red,Billed Wt,4.287
X37,Air White,Billed Wt,43.282
X37,Ground,Billed Wt,83.052
X38,Air Red,Billed Wt,17.63
X38,Air White,Billed Wt,164.69
X38,Ground,Billed Wt,332.187
X39,Air Red,Billed Wt,23.907
X39,Air White,Billed Wt,110.342
X39,Ground,Billed Wt,153.471
X40,Air Red,Billed Wt,0.066
X40,Air White,Billed Wt,5.398
X40,Ground,Billed Wt,1.6
X41,Air Red,Billed Wt,1.09
X41,Air White,Billed Wt,14.242
X41,Ground,Billed Wt,19.437
